id,Authors,Transform,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,LaggedDependentVariable,CrossSection,CountryFixedEffects,StartYear,EndYear,AdvancedCountriesOnly,DevelopingCountriesOnly,MixofCountries,NonOLS,JournalName,DevelopmentJournal,YearofPublication,JournalImpactFactor,Primary,Crossauthor,Prior,Gini,TopIncomeShare,BottomIncomeShare,Theil,IncomeShareRatio,HighLowSkilled,OtherIneqVar,TradeGlobalization,FinancialGlobalization,OverallEconomicGlobalization,DataHyperGlobalizationOnly,SocialSpending,IncomeLevel,GDPgrowth,Unemployment,Population,Education,Democracy,PartisanPolitics,Technology
1,Asteriou et al. 2014,1,5.589,0.548478901,10.19,349,308,0,0,0,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,Asteriou et al. 2014,1,0.052,0.034666667,1.5,348,280,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.064,0.033160622,1.93,349,283,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.051,0.025888325,1.97,349,289,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,Asteriou et al. 2014,1,0.061,0.045522388,1.34,348,280,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.011,0.014285714,-0.77,348,280,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.01,0.013333333,-0.75,349,283,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,2.351,0.579064039,4.06,348,280,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,2.277,0.572110553,3.98,349,283,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,2.266,0.562282878,4.03,349,289,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,Asteriou et al. 2014,1,0.028,0.025688073,1.09,348,334,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.03,0.024390244,1.23,349,337,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.095,0.045023697,2.11,348,334,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.00095,0.001338028,0.71,348,334,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,2.991,0.518370884,5.77,348,334,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.098,0.044748858,2.19,349,337,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,3.083,0.510430464,6.04,349,337,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.108,0.0432,2.5,348,340,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,3.11,0.496012759,6.27,348,340,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.12,0.028275212,-4.244,89,41,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.012,0.052173913,-0.23,74,50,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.13,0.042497548,3.059,45,25,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.123,0.026623377,-4.62,141,103,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.0849,0.037733333,2.25,89,61,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.155,0.095679012,-1.62,74,50,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.0054,0.27,-0.02,45,25,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.288,0.137142857,2.1,141,103,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.014,0.025454545,0.55,89,61,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.032,0.027826087,-1.15,74,50,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.016,0.017204301,-0.93,45,25,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.241,0.073030303,3.3,141,103,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,3.4869,5.283181818,0.66,89,61,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,3.687,1.675909091,2.2,74,50,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,10.113,7.962992126,1.27,45,25,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,4.027,0.735122307,5.478,141,103,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.097,0.012898936,-7.52,104,58,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,Asteriou et al. 2014,1,0.017,0.007423581,2.29,104,58,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,Asteriou et al. 2014,1,-0.032,0.012903226,-2.48,75,59,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,Asteriou et al. 2014,1,-0.17,0.082926829,-2.05,75,59,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,Asteriou et al. 2014,1,3.744,1.381549815,2.71,75,59,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,Asteriou et al. 2014,1,-0.021,0.0109375,-1.92,45,33,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,15.496,6.299186992,2.46,45,33,0,0,1,1995,2009,1,0,0,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.167,0.036147186,-4.62,142,107,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.292,0.137089202,2.13,142,107,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.241,0.073030303,3.3,142,107,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,4.027,0.837736634,4.807,142,107,0,0,1,1995,2009,0,0,1,0,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.003,0.002479339,-1.21,76,48,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.004,0.04,-0.1,63,36,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.0054,0.005869565,-0.92,37,11,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.0002,9.30E-05,-2.15,151,123,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.0028,0.001772152,1.58,76,48,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.004,0.001895735,-2.11,63,36,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.0072,0.009,0.8,37,11,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.0005,0.000423729,1.18,151,123,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.0024,0.000761905,-3.15,76,48,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.002,0.010526316,-0.19,63,36,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.0007,0.000897436,-0.78,37,11,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.0002,0.001176471,-0.17,151,123,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.503,0.412295082,-1.22,76,48,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.027,0.225,-0.12,63,36,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,0.0077,0.00754902,1.02,151,123,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,Asteriou et al. 2014,1,-0.005,0.001718213,-2.91,78,57,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,Asteriou et al. 2014,1,0.003,0.001239669,2.42,78,57,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,Asteriou et al. 2014,1,-0.0023,0.000699088,-3.29,78,57,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,Asteriou et al. 2014,1,-0.525,0.272020725,-1.93,78,57,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,Asteriou et al. 2014,1,-0.0052,0.00214876,-2.42,63,45,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,Asteriou et al. 2014,1,-0.0002,0.000102564,-1.95,37,18,0,0,0,1995,2009,1,0,0,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,Asteriou et al. 2014,1,-0.006,0.00242915,-2.47,156,137,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,Asteriou et al. 2014,1,0.0034,0.001416667,2.4,156,137,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,Asteriou et al. 2014,1,0.008,0.003125,2.56,156,137,0,0,0,1995,2009,0,0,1,1,Economic Modelling,0,2014,1.696,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,Beck et al. 2007,1,0.0001,0.881,0.000113507,65,46,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,Beck et al. 2007,1,0.0001,0.887,0.00011274,65,46,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,1,0.0001,0.875,0.000114286,65,46,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,1,0.0001,0.418,0.000239234,64,45,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,1,0.0001,0.903,0.000110742,57,38,1,0,0,1980,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,1,0.0001,0.987,0.000101317,245,154,1,0,1,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,-1,-0.006,0.155,-0.038709677,65,46,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,Beck et al. 2007,-1,-0.006,0.157,-0.038216561,65,46,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,-1,-0.006,0.17,-0.035294118,65,46,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,-1,-0.004,0.32,-0.0125,64,45,1,0,0,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,-1,-0.004,0.451,-0.00886918,57,38,1,0,0,1980,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,Beck et al. 2007,-1,0.004,0.663,0.006033183,245,226,1,0,1,1960,2005,0,0,1,1,Journal of Economic Growth,0,2007,6.48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3,Bergh and Nilsson 2010,1,0.085,0.051,1.666666667,521,429,0,0,1,1970,2005,0,0,1,0,European Journal of Political Economy,0,2010,1.246,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,Bergh and Nilsson 2010,1,0.131,0.078,1.679487179,482,456,1,0,0,1970,2005,0,0,1,1,European Journal of Political Economy,0,2010,1.246,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,1,1.6,2.89,0.553633218,383,281,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,1,1.04,2.99,0.347826087,377,345,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4,Bussmann et al. 2005,1,1.02,2.61,0.390804598,322,287,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4,Bussmann et al. 2005,1,0.83,2.77,0.299638989,325,292,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,1,4.68,2.77,1.689530686,325,153,0,0,1,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,1,34.01,46.97,0.724079199,325,292,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,1,-1.38,2.15,-0.641860465,325,292,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,1,0.85,1.49,0.570469799,325,292,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,-1,-0.61,0.79,-0.772151899,293,260,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,-1,-1.3,0.64,-2.03125,293,193,0,0,1,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,Bussmann et al. 2005,-1,-24.96,17.08,-1.461358314,293,259,0,0,0,1970,1990,0,0,1,0,Comparative Sociology,0,2005,0.21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,Dorn and Schinke 2018,1,-0.022,0.12,-0.183333333,578,510,0,0,1,1970,2014,1,0,0,0,The World Economy,0,2018,1.229,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
5,Dorn and Schinke 2018,1,0.022,0.049,0.448979592,578,510,0,0,1,1970,2014,1,0,0,0,The World Economy,0,2018,1.229,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6,Dreher and Gaston 2008,1,0.084,0.04097561,2.05,410,295,1,0,1,1970,2000,0,0,1,0,Review of International Economics,0,2008,1.702,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6,Dreher and Gaston 2008,1,0.018,0.007003891,2.57,349,234,1,0,1,1970,2000,0,0,1,0,Review of International Economics,0,2008,1.702,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6,Dreher and Gaston 2008,1,0.179,0.092746114,1.93,128,86,1,0,1,1970,2000,1,0,0,0,Review of International Economics,0,2008,1.702,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6,Dreher and Gaston 2008,1,0.02,0.01369863,1.46,112,71,1,0,1,1970,2000,1,0,0,0,Review of International Economics,0,2008,1.702,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6,Dreher and Gaston 2008,1,0.058,0.046031746,1.26,282,194,1,0,1,1970,2000,0,1,0,0,Review of International Economics,0,2008,1.702,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
